Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
72767450,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
72769342,000000A9,false,Rx,0,8,BC,15,DA,DF,3D,DA,1F,0C,
72771347,000000AA,false,Rx,0,8,4E,F5,01,00,1C,0C,84,00,
72776969,0000021A,false,Rx,1,3,00,10,FF,00,00,00,00,00,
72777266,000001A0,false,Rx,1,8,00,80,00,00,80,00,B8,5B,
72777378,000000A8,false,Rx,0,8,A4,F6,01,00,02,F0,0F,02,
72777516,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72778248,000001B4,false,Rx,1,8,00,D0,E6,F1,0F,FF,82,F0,
72778922,000003B0,false,Rx,1,2,FD,FF,00,00,00,00,00,00,
72779325,000000A9,false,Rx,0,8,BD,16,DA,DF,3D,DA,1F,0C,
72781359,000000AA,false,Rx,0,8,4B,F6,01,00,18,0C,84,00,
72787216,000000B6,false,Rx,1,5,0B,0B,80,00,C8,00,00,00,
72787384,000000A8,false,Rx,0,8,A5,F7,01,00,02,F0,0F,02,
72787461,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
72789321,000000A9,false,Rx,0,8,BE,17,DA,DF,3D,DA,1F,0C,
72791336,000000AA,false,Rx,0,8,5C,07,02,00,18,0C,84,00,
72797253,000001A0,false,Rx,1,8,00,80,00,00,80,00,C8,6B,
72797371,000000A8,false,Rx,0,8,B6,08,02,00,02,F0,0F,02,
72797509,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72799328,000000A9,false,Rx,0,8,BF,18,DA,DF,3D,DA,1F,0C,
72801343,000000AA,false,Rx,0,8,59,08,02,00,14,0C,84,00,
72807189,000000B6,false,Rx,1,5,0C,0C,80,00,C8,00,00,00,
72807376,000000A8,false,Rx,0,8,B7,09,02,00,02,F0,0F,02,
72807434,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
72808186,00000330,false,Rx,1,8,10,32,02,07,0B,00,BD,07,
72809313,000000A9,false,Rx,0,8,C0,19,DA,DF,3D,DA,1F,0C,
72811329,000000AA,false,Rx,0,8,5A,09,02,00,14,0C,84,00,
72816768,00000130,false,Rx,1,5,45,41,21,8F,9A,00,00,00,
72817277,000001A0,false,Rx,1,8,00,80,00,00,80,00,D8,7B,
72817379,000000A8,false,Rx,0,8,B8,0A,02,00,02,F0,0F,02,
72817537,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72819308,000000A9,false,Rx,0,8,C1,1A,DA,DF,3D,DA,1F,0C,
72819527,000001D0,false,Rx,0,8,63,FF,60,D2,20,A8,CD,9A,
72821325,000000AA,false,Rx,0,8,5F,0A,02,00,18,0C,84,00,
72827184,000000B6,false,Rx,1,5,0D,0D,80,00,C8,00,00,00,
72827362,000000A8,false,Rx,0,8,B9,0B,02,00,02,F0,0F,02,
72827429,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
72829299,000000A9,false,Rx,0,8,C2,1B,DA,DF,3D,DA,1F,0C,
72830330,00000480,false,Rx,1,8,02,42,FD,01,FF,FF,FF,FF,
72831315,000000AA,false,Rx,0,8,60,0B,02,00,18,0C,84,00,
72837221,000001A0,false,Rx,1,8,00,80,00,00,80,00,E8,8B,
72837359,000000A8,false,Rx,0,8,7A,EC,01,E0,01,F0,0F,02,
72837477,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72839316,000000A9,false,Rx,0,8,C3,1C,DA,DF,3D,DA,1F,0C,
72841321,000000AA,false,Rx,0,8,69,0C,02,00,20,0C,84,00,
72847156,000000B6,false,Rx,1,5,0E,0E,80,00,C8,00,00,00,
72847354,000000A8,false,Rx,0,8,8B,ED,01,F0,01,F0,0F,02,
72847401,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
72849300,000000A9,false,Rx,0,8,C4,1D,DA,DF,3D,DA,1F,0C,
72851305,000000AA,false,Rx,0,8,5A,FD,01,00,20,0C,84,00,
72857191,000001A6,false,Rx,1,8,B1,1B,69,1C,54,1C,50,F5,
72857350,000000A8,false,Rx,0,8,9C,FE,01,F0,01,F0,0F,02,
72857448,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72857947,000001A0,false,Rx,1,8,00,80,00,00,80,00,08,AA,
72859287,000000A9,false,Rx,0,8,C5,1E,DA,DF,3D,DA,1F,0C,
72861321,000000AA,false,Rx,0,8,57,FE,01,00,1C,0C,84,00,
72862311,00000194,false,Rx,1,4,F1,F1,FF,FF,00,00,00,00,
72867146,000000B6,false,Rx,1,5,FF,00,80,00,C8,00,00,00,
72867344,000000A8,false,Rx,0,8,8E,F0,01,F0,01,F0,0F,02,
72867391,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
72868890,000002F6,false,Rx,1,2,54,F5,00,00,00,00,00,00,
72869279,000000A9,false,Rx,0,8,C7,10,DA,DF,3D,DA,2F,0C,
72869590,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
72871324,000000AA,false,Rx,0,8,49,F0,01,00,1C,0C,84,00,
72877200,000001A0,false,Rx,1,8,00,80,00,00,80,00,18,BA,
72877339,000000A8,false,Rx,0,8,AF,01,02,00,02,F0,0F,02,
72877457,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72877936,000001B4,false,Rx,1,8,00,D0,E6,F2,0F,FF,82,F1,
72879277,000000A9,false,Rx,0,8,B8,11,DA,DF,3D,DA,1F,0C,
72881304,000000AA,false,Rx,0,8,46,F1,01,00,18,0C,84,00,
72887139,000000B6,false,Rx,1,5,00,01,80,00,C8,00,00,00,
72887344,000000A8,false,Rx,0,8,B0,02,02,00,02,F0,0F,02,
72887364,000001B5,false,Rx,1,7,00,FF,FF,CF,F8,FF,00,00,
72887584,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
72889274,000000A9,false,Rx,0,8,B9,12,DA,DF,3D,DA,1F,0C,
72891288,000000AA,false,Rx,0,8,57,02,02,00,18,0C,84,00,
72897185,000001A0,false,Rx,1,8,00,80,00,00,80,00,28,CA,
72897334,000000A8,false,Rx,0,8,B1,03,02,00,02,F0,0F,02,
72897442,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72899261,000000A9,false,Rx,0,8,CA,13,DA,DF,3D,DA,2F,0C,
72901295,000000AA,false,Rx,0,8,58,03,02,00,18,0C,84,00,
72904229,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,1C,00,
72907123,000000B6,false,Rx,1,5,02,02,80,00,C8,00,00,00,
72907332,000000A8,false,Rx,0,8,B2,04,02,00,02,F0,0F,02,
72907359,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
72909261,000000A9,false,Rx,0,8,CB,14,DA,DF,3D,DA,2F,0C,
72909645,000001FB,false,Rx,1,2,FB,FF,00,00,00,00,00,00,
72911286,000000AA,false,Rx,0,8,59,04,02,00,18,0C,84,00,
72916066,00000482,false,Rx,1,8,12,42,FE,01,FF,FF,FF,FF,
72916747,00000130,false,Rx,1,5,45,41,21,8F,AB,00,00,00,
72917170,000001A0,false,Rx,1,8,00,80,00,00,80,00,38,DA,
72917333,000000A8,false,Rx,0,8,93,F5,01,F0,01,F0,0F,02,
72917430,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72919263,000000A9,false,Rx,0,8,CC,15,DA,DF,3D,DA,2F,0C,
72919656,000001D0,false,Rx,0,8,63,FF,61,D2,34,A8,CD,9A,
72921289,000000AA,false,Rx,0,8,5E,05,02,00,1C,0C,84,00,
72927131,000000B6,false,Rx,1,5,03,03,80,00,C8,00,00,00,
72927318,000000A8,false,Rx,0,8,94,F6,01,F0,01,F0,0F,02,
72927376,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
72929255,000000A9,false,Rx,0,8,CD,16,DA,DF,3D,DA,2F,0C,
72931381,000000AA,false,Rx,0,8,4F,F6,01,00,1C,0C,84,00,
72937177,000001A0,false,Rx,1,8,00,80,00,00,80,00,48,EA,
72937316,000000A8,false,Rx,0,8,B5,07,02,00,02,F0,0F,02,
72937434,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72939263,000000A9,false,Rx,0,8,CE,17,DA,DF,3D,DA,2F,0C,
72941277,000000AA,false,Rx,0,8,4C,F7,01,00,18,0C,84,00,
72944302,000003B4,false,Rx,0,8,A7,F3,28,FC,FF,FF,FF,FF,
72947097,000000B6,false,Rx,1,5,04,04,80,00,C8,00,00,00,
72947306,000000A8,false,Rx,0,8,B6,08,02,00,02,F0,0F,02,
72947343,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
72949244,000000A9,false,Rx,0,8,E1,18,DB,EF,3D,DB,2F,0C,
72951304,000000AA,false,Rx,0,8,5D,08,02,00,18,0C,84,00,
72957140,000001A6,false,Rx,1,8,B1,1B,69,1C,54,1C,E0,F6,
72957299,000000A8,false,Rx,0,8,D7,19,02,10,02,F0,0F,02,
72957396,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72957885,000001A0,false,Rx,1,8,00,80,00,00,80,00,58,FA,
72959236,000000A9,false,Rx,0,8,E2,19,DB,EF,3D,DB,2F,0C,
72961262,000000AA,false,Rx,0,8,56,09,02,00,10,0C,84,00,
72967087,000000B6,false,Rx,1,5,05,05,80,00,C8,00,00,00,
72967296,000000A8,false,Rx,0,8,D8,1A,02,10,02,F0,0F,02,
72967323,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
72969233,000000A9,false,Rx,0,8,E3,1A,DB,EF,3D,DB,2F,0C,
72971257,000000AA,false,Rx,0,8,6B,1A,02,00,14,0C,84,00,
72977144,000001A0,false,Rx,1,8,00,80,00,00,80,00,68,0B,
72977292,000000A8,false,Rx,0,8,C9,0B,02,10,02,F0,0F,02,
72977400,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72978080,000001B4,false,Rx,1,8,00,D0,E6,F3,0F,FF,82,F2,
72979230,000000A9,false,Rx,0,8,E4,1B,DB,EF,3D,DB,2F,0C,
72981254,000000AA,false,Rx,0,8,6C,1B,02,00,14,0C,84,00,
72984328,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,19,00,
72987072,000000B6,false,Rx,1,5,06,06,80,00,C8,00,00,00,
72987317,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
72987520,000000A8,false,Rx,0,8,CA,0C,02,10,02,F0,0F,02,
72989230,000000A9,false,Rx,0,8,E5,1C,DB,EF,3D,DB,2F,0C,
72991248,000000AA,false,Rx,0,8,71,1C,02,00,18,0C,84,00,
72997124,000001A0,false,Rx,1,8,00,80,00,00,80,00,78,1B,
72997284,000000A8,false,Rx,0,8,BB,0D,02,00,02,F0,0F,02,
72997381,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
72999222,000000A9,false,Rx,0,8,E6,1D,DB,EF,3D,DB,2F,0C,
73000461,00000492,false,Rx,0,8,29,42,FF,FF,FF,FF,FF,FF,
73001256,000000AA,false,Rx,0,8,72,1D,02,00,18,0C,84,00,
73007061,000000B6,false,Rx,1,5,07,07,80,00,C8,00,00,00,
73007287,000000A8,false,Rx,0,8,BC,0E,02,00,02,F0,0F,02,
73007307,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
73008069,00000330,false,Rx,1,8,10,32,02,07,0E,00,BD,07,
73009219,000000A9,false,Rx,0,8,E7,1E,DB,EF,3D,DB,2F,0C,
73011242,000000AA,false,Rx,0,8,5F,0E,02,00,14,0C,84,00,
73016794,00000130,false,Rx,1,5,45,41,21,8F,BC,00,00,00,
73017141,000001A0,false,Rx,1,8,00,80,00,00,80,00,88,2B,
73017284,000000A8,false,Rx,0,8,CE,10,02,10,02,F0,0F,02,
73017391,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73019214,000000A9,false,Rx,0,8,D9,10,DB,EF,3D,DB,2F,0C,
73019545,000001D0,false,Rx,0,8,63,FF,61,D2,48,A8,CD,9A,
73021239,000000AA,false,Rx,0,8,51,00,02,00,14,0C,84,00,
73027065,000000B6,false,Rx,1,5,08,08,80,00,C8,00,00,00,
73027264,000000A8,false,Rx,0,8,CF,11,02,10,02,F0,0F,02,
73027311,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
73029212,000000A9,false,Rx,0,8,DA,11,DB,EF,3D,DB,2F,0C,
73031226,000000AA,false,Rx,0,8,5A,11,02,00,0C,0C,84,00,
73037102,000001A0,false,Rx,1,8,00,80,00,00,80,00,98,3B,
73037262,000000A8,false,Rx,0,8,E0,12,02,20,02,F0,0F,02,
73037359,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73039200,000000A9,false,Rx,0,8,DB,12,DB,EF,3D,DB,2F,0C,
73041224,000000AA,false,Rx,0,8,5B,12,02,00,0C,0C,84,00,
73044339,00000308,false,Rx,0,3,EB,D2,F1,00,00,00,00,00,
73047070,000000B6,false,Rx,1,5,09,09,80,00,C8,00,00,00,
73047269,000000A8,false,Rx,0,8,12,33,02,30,02,F0,0F,02,
73047306,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
73049209,000000A9,false,Rx,0,8,FE,13,DC,FF,3D,DC,3F,0C,
73051227,000000AA,false,Rx,0,8,7C,33,02,00,0C,0C,84,00,
73057073,000001A6,false,Rx,1,8,B1,1B,69,1C,54,1C,70,F8,
73057263,000000A8,false,Rx,0,8,13,34,02,30,02,F0,0F,02,
73057330,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73057819,000001A0,false,Rx,1,8,00,80,00,00,80,00,A8,4B,
73059201,000000A9,false,Rx,0,8,FF,14,DC,FF,3D,DC,3F,0C,
73061224,000000AA,false,Rx,0,8,7D,34,02,00,0C,0C,84,00,
73062316,00000194,false,Rx,1,4,F2,F2,FF,FF,00,00,00,00,
73064248,000001B6,false,Rx,0,8,FF,FF,00,00,0F,A8,19,00,
73067022,000000B6,false,Rx,1,5,0A,0A,80,00,C8,00,00,00,
73067269,000000A8,false,Rx,0,8,14,35,02,30,02,F0,0F,02,
73067290,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
73069211,000000A9,false,Rx,0,8,00,15,DC,FF,3D,DC,3F,0C,
73070470,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
73071206,000000AA,false,Rx,0,8,86,35,02,00,14,0C,84,00,
73077077,000001A0,false,Rx,1,8,00,80,00,00,80,00,B8,5B,
73077247,000000A8,false,Rx,0,8,F4,26,02,20,02,F0,0F,02,
73077334,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73078762,000001B4,false,Rx,1,8,00,D0,E6,F4,0F,FF,82,F3,
73079255,000000A9,false,Rx,0,8,01,16,DC,FF,3D,DC,3F,0C,
73081218,000000AA,false,Rx,0,8,87,36,02,00,14,0C,84,00,
73087002,000000B6,false,Rx,1,5,0B,0B,80,00,C8,00,00,00,
73087249,000000A8,false,Rx,0,8,F5,27,02,20,02,F0,0F,02,
73087270,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
73089191,000000A9,false,Rx,0,8,02,17,DC,FF,3D,DC,3F,0C,
73091205,000000AA,false,Rx,0,8,74,27,02,00,10,0C,84,00,
73097070,000001A0,false,Rx,1,8,00,80,00,00,80,00,C8,6B,
73097240,000000A8,false,Rx,0,8,F6,28,02,20,02,F0,0F,02,
73097317,000004A9,false,Rx,1,8,30,42,FF,FF,FF,FF,FF,FF,
73097806,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73099188,000000A9,false,Rx,0,8,04,18,DC,FF,3D,DC,3F,0C,
73101201,000000AA,false,Rx,0,8,75,28,02,00,10,0C,84,00,
73104377,000003B4,false,Rx,0,8,A7,F3,28,FC,FF,FF,FF,FF,
73106999,000000B6,false,Rx,1,5,0C,0C,80,00,C8,00,00,00,
73107246,000000A8,false,Rx,0,8,08,29,02,30,02,F0,0F,02,
73107267,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
73109190,000000A9,false,Rx,0,8,05,19,DC,FF,3D,DC,3F,0C,
73109634,000001FB,false,Rx,1,2,FC,FF,00,00,00,00,00,00,
73111196,000000AA,false,Rx,0,8,6E,29,02,00,08,0C,84,00,
73116739,00000130,false,Rx,1,5,45,41,21,8F,CD,00,00,00,
73117054,000001A0,false,Rx,1,8,00,80,00,00,80,00,D8,7B,
73117239,000000A8,false,Rx,0,8,19,3A,02,30,02,F0,0F,02,
73117307,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73119169,000000A9,false,Rx,0,8,06,1A,DC,FF,3D,DC,3F,0C,
73119388,000001D0,false,Rx,0,8,63,FF,62,D2,5C,A8,CD,9A,
73121196,000000AA,false,Rx,0,8,6F,2A,02,00,08,0C,84,00,
73127002,000000B6,false,Rx,1,5,0D,0D,80,00,C8,00,00,00,
73127238,000000A8,false,Rx,0,8,1A,3B,02,30,02,F0,0F,02,
73127258,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
73129169,000000A9,false,Rx,0,8,07,1B,DC,FF,3D,DC,3F,0C,
73131186,000000AA,false,Rx,0,8,84,3B,02,00,0C,0C,84,00,
73137042,000001A0,false,Rx,1,8,00,80,00,00,80,00,E8,8B,
73137222,000000A8,false,Rx,0,8,1B,3C,02,30,02,F0,0F,02,
73137299,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73139160,000000A9,false,Rx,0,8,08,1C,DC,FF,3D,DC,3F,0C,
73141184,000000AA,false,Rx,0,8,85,3C,02,00,0C,0C,84,00,
73144502,000001B6,false,Rx,0,8,FF,FF,00,00,0F,A8,19,00,
73146971,000000B6,false,Rx,1,5,0E,0E,80,00,C8,00,00,00,
73147229,000000A8,false,Rx,0,8,FB,2D,02,20,02,F0,0F,02,
73147250,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
73149170,000000A9,false,Rx,0,8,E6,1D,DB,EF,3D,DB,2F,0C,
73151168,000000AA,false,Rx,0,8,7A,2D,02,00,10,0C,84,00,
73157037,000001A6,false,Rx,1,8,B1,1B,69,1C,54,1C,00,FA,
73157217,000000A8,false,Rx,0,8,FC,2E,02,20,02,F0,0F,02,
73157294,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73157783,000001A0,false,Rx,1,8,00,80,00,00,80,00,08,AA,
73159155,000000A9,false,Rx,0,8,E7,1E,DB,EF,3D,DB,2F,0C,
73161179,000000AA,false,Rx,0,8,7B,2E,02,00,10,0C,84,00,
73166962,000000B6,false,Rx,1,5,FF,00,80,00,C8,00,00,00,
73167220,000000A8,false,Rx,0,8,EE,20,02,20,02,F0,0F,02,
73167240,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
73169151,000000A9,false,Rx,0,8,D9,10,DB,EF,3D,DB,2F,0C,
73171164,000000AA,false,Rx,0,8,69,20,02,00,0C,0C,84,00,
73177009,000001A0,false,Rx,1,8,00,80,00,00,80,00,18,BA,
73177209,000000A8,false,Rx,0,8,EF,21,02,20,02,F0,0F,02,
73177277,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73177947,000001B4,false,Rx,1,8,00,D0,E6,F5,0F,FF,82,F4,
73179147,000000A9,false,Rx,0,8,DA,11,DB,EF,3D,DB,2F,0C,
73181181,000000AA,false,Rx,0,8,6A,21,02,00,0C,0C,84,00,
73186955,000000B6,false,Rx,1,5,00,01,80,00,C8,00,00,00,
73187212,000000A8,false,Rx,0,8,11,32,02,30,02,F0,0F,02,
73187233,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
73189144,000000A9,false,Rx,0,8,DB,12,DB,EF,3D,DB,2F,0C,
73189637,000004B0,false,Rx,1,8,00,42,FD,FF,FF,FF,FF,FF,
73191157,000000AA,false,Rx,0,8,67,22,02,00,08,0C,84,00,
73197002,000001A0,false,Rx,1,8,00,80,00,00,80,00,28,CA,
73197192,000000A8,false,Rx,0,8,12,33,02,30,02,F0,0F,02,
73197259,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73199140,000000A9,false,Rx,0,8,DC,13,DB,EF,3D,DB,2F,0C,
73201165,000000AA,false,Rx,0,8,68,23,02,00,08,0C,84,00,
73205271,000002F3,false,Rx,0,3,04,FC,F6,00,00,00,00,00,
73206940,000000B6,false,Rx,1,5,02,02,80,00,C8,00,00,00,
73207190,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
73207383,000000A8,false,Rx,0,8,F2,24,02,20,02,F0,0F,02,
73209142,000000A9,false,Rx,0,8,DD,14,DB,EF,3D,DB,2F,0C,
73211148,000000AA,false,Rx,0,8,7D,34,02,00,0C,0C,84,00,
73216779,00000130,false,Rx,1,5,45,41,21,8F,DE,00,00,00,
73217024,000001A0,false,Rx,1,8,00,80,00,00,80,00,38,DA,
73217218,000000A8,false,Rx,0,8,F3,25,02,20,02,F0,0F,02,
73217285,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73219117,000000A9,false,Rx,0,8,DE,15,DB,EF,3D,DB,2F,0C,
73219448,000001D0,false,Rx,0,8,63,FF,62,D2,70,A8,CD,9A,
73221153,000000AA,false,Rx,0,8,7E,35,02,00,0C,0C,84,00,
73226947,000000B6,false,Rx,1,5,03,03,80,00,C8,00,00,00,
73227205,000000A8,false,Rx,0,8,D4,16,02,10,02,F0,0F,02,
73227225,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
73229136,000000A9,false,Rx,0,8,DF,16,DB,EF,3D,DB,2F,0C,
73231141,000000AA,false,Rx,0,8,77,26,02,00,14,0C,84,00,
73236974,000001A0,false,Rx,1,8,00,80,00,00,80,00,48,EA,
73237174,000000A8,false,Rx,0,8,D5,17,02,10,02,F0,0F,02,
73237231,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73239121,000000A9,false,Rx,0,8,E0,17,DB,EF,3D,DB,2F,0C,
73241147,000000AA,false,Rx,0,8,78,27,02,00,14,0C,84,00,
73245587,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,19,00,
73246917,000000B6,false,Rx,1,5,04,04,80,00,C8,00,00,00,
73247167,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
73247361,000000A8,false,Rx,0,8,F6,28,02,20,02,F0,0F,02,
73249119,000000A9,false,Rx,0,8,E1,18,DB,EF,3D,DB,2F,0C,
73251135,000000AA,false,Rx,0,8,75,28,02,00,10,0C,84,00,
73256956,000001A6,false,Rx,1,8,B1,1B,69,1C,55,1C,90,FB,
73257166,000000A8,false,Rx,0,8,F7,29,02,20,02,F0,0F,02,
73257213,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73257702,000001A0,false,Rx,1,8,00,80,00,00,80,00,58,FA,
73259103,000000A9,false,Rx,0,8,E2,19,DB,EF,3D,DB,2F,0C,
73261140,000000AA,false,Rx,0,8,76,29,02,00,10,0C,84,00,
73262321,00000194,false,Rx,1,4,F3,F3,FF,FF,00,00,00,00,
73265448,000003B4,false,Rx,0,8,A7,F3,28,FC,FF,FF,FF,FF,
73266919,000000B6,false,Rx,1,5,05,05,80,00,C8,00,00,00,
73267164,0000019E,false,Rx,1,8,00,E8,EF,FC,FF,BC,FF,32,
73267200,000000A8,false,Rx,0,8,F8,2A,02,20,02,F0,0F,02,
73269113,000000A9,false,Rx,0,8,E3,1A,DB,EF,3D,DB,2F,0C,
73269364,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
73270352,00000480,false,Rx,1,8,02,42,FD,01,FF,FF,FF,FF,
73271115,000000AA,false,Rx,0,8,73,2A,02,00,0C,0C,84,00,
73276951,000001A0,false,Rx,1,8,00,80,00,00,80,00,68,0B,
73277161,000000A8,false,Rx,0,8,F9,2B,02,20,02,F0,0F,02,
73277219,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73277909,000001B4,false,Rx,1,8,00,D0,E6,F6,0F,FF,82,F5,
73279098,000000A9,false,Rx,0,8,E4,1B,DB,EF,3D,DB,2F,0C,
73281123,000000AA,false,Rx,0,8,74,2B,02,00,0C,0C,84,00,
73286888,000000B6,false,Rx,1,5,06,06,80,00,C8,00,00,00,
73287144,0000019E,false,Rx,1,8,00,E8,EF,FC,FF,BC,FF,32,
73287328,000000A8,false,Rx,0,8,EA,1C,02,20,02,F0,0F,02,
73289104,000000A9,false,Rx,0,8,E5,1C,DB,EF,3D,DB,2F,0C,
73291109,000000AA,false,Rx,0,8,8D,3C,02,00,14,0C,84,00,
73296945,000001A0,false,Rx,1,8,00,80,00,00,80,00,78,1B,
73297089,0000031D,false,Rx,1,2,00,FE,00,00,00,00,00,00,
73297150,000000A8,false,Rx,0,8,EB,1D,02,20,02,F0,0F,02,
73297347,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73299089,000000A9,false,Rx,0,8,E6,1D,DB,EF,3D,DB,2F,0C,
73301114,000000AA,false,Rx,0,8,96,3D,02,00,1C,0C,84,00,
73306878,000000B6,false,Rx,1,5,07,07,80,00,C8,00,00,00,
73307134,0000019E,false,Rx,1,8,00,E8,EF,FC,FF,BC,FF,32,
73307328,000000A8,false,Rx,0,8,CC,0E,02,10,02,F0,0F,02,
73309094,000000A9,false,Rx,0,8,F7,1E,DB,EF,3D,DB,3F,0C,
73309892,000001FB,false,Rx,1,2,FD,FF,00,00,00,00,00,00,
73311107,000000AA,false,Rx,0,8,87,2E,02,00,1C,0C,84,00,
73316820,00000130,false,Rx,1,5,45,41,21,8F,E0,00,00,00,
73317065,000001A0,false,Rx,1,8,00,80,00,00,80,00,88,2B,
73317270,000000A8,false,Rx,0,8,BE,00,02,10,02,F0,0F,02,
73317328,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73319087,000000A9,false,Rx,0,8,E9,10,DB,EF,3D,DB,3F,0C,
73319320,000001D0,false,Rx,0,8,63,FF,63,D2,84,A8,CD,9A,
73321095,000000AA,false,Rx,0,8,75,20,02,00,18,0C,84,00,
73321842,000002F1,false,Rx,1,3,E9,F8,FC,00,00,00,00,00,
73326888,000000B6,false,Rx,1,5,08,08,80,00,C8,00,00,00,
73327147,000000A8,false,Rx,0,8,CF,11,02,10,02,F0,0F,02,
73327168,0000019E,false,Rx,1,8,00,E8,EF,FC,FF,BC,FF,32,
73329086,000000A9,false,Rx,0,8,DA,11,DB,EF,3D,DB,2F,0C,
73331091,000000AA,false,Rx,0,8,66,11,02,00,18,0C,84,00,
73336916,000001A0,false,Rx,1,8,00,80,00,00,80,00,98,3B,
73337194,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73337417,000000A8,false,Rx,0,8,D0,12,02,10,02,F0,0F,02,
73339073,000000A9,false,Rx,0,8,DB,12,DB,EF,3D,DB,2F,0C,
73341097,000000AA,false,Rx,0,8,5F,12,02,00,10,0C,84,00,
73346851,000000B6,false,Rx,1,5,09,09,80,00,C8,00,00,00,
73347107,0000019E,false,Rx,1,8,00,E8,EF,FC,FF,BC,FF,32,
73347291,000000A8,false,Rx,0,8,F1,23,02,20,02,F0,0F,02,
73349077,000000A9,false,Rx,0,8,DC,13,DB,EF,3D,DB,2F,0C,
73351082,000000AA,false,Rx,0,8,70,23,02,00,10,0C,84,00,
73356073,00000482,false,Rx,1,8,12,42,FE,01,FF,FF,FF,FF,
73356906,000001A6,false,Rx,1,8,B1,1B,69,1C,55,1C,20,FD,
73357120,000000A8,false,Rx,0,8,F2,24,02,20,02,F0,0F,02,
73357168,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
